 age, marital_status, education_level,gender,percent_hike,distance_from_home,sourcing_channel,total_rounds,date_1st_contact,date_offered,satisfaction_index,no_companies_worked,career_growth,flexi_work,total_experience,timely_communication,offer_dropped
26,married,Associate Degree,Female,13,15-20 kms,Job Portals,8,5/10/15,5/26/15,92,1,Vertical,Yes,2,No,No
40,married,Associate Degree,Female,10,<15 kms,Company Website,6,7/31/15,8/2/15,33,8,Lateral,Yes,16,Yes,No
30,married,Bachelor Degree,Female,20,> 20 kms,Company Website,6,10/15/15,11/21/15,39,3,Lateral,No,6,Yes,No
25,single,Bachelor Degree,Female,17,> 20 kms,Job Portals,7,1/20/16,2/15/16,69,1,Vertical,Yes,1,Yes,No
33,married,Master Degree,Female,26,15-20 kms,Consultants,6,4/21/16,5/10/16,28,7,Lateral,No,9,No,No
38,married,Master Degree,Female,40,<15 kms,Internal Referrals,9,6/16/15,11/17/15,17,5,Lateral,Yes,14,No,Yes
29,married,Associate Certification,Female,21,<15 kms,Consultants,3,2/22/16,3/21/16,36,3,Vertical,Yes,5,Yes,No
30,married,Bachelor Degree,Female,19,> 20 kms,Job Portals,5,2/23/16,3/26/16,78,4,Vertical,Yes,6,No,No
25,single,Bachelor Degree,Female,16,<15 kms,Job Portals,3,8/20/15,9/10/15,90,2,Lateral,Yes,2,No,No
44,married,Associate Degree,Female,38,> 20 kms,Social Media,9,2/10/15,7/6/15,20,5,Lateral,Yes,20,No,Yes
38,married,Bachelor Degree,Female,37,<15 kms,Consultants,10,6/16/15,12/3/15,23,4,Lateral,Yes,14,No,Yes
31,married,Associate Degree,Female,16,> 20 kms,Social Media,6,8/17/15,8/18/15,74,3,Lateral,Yes,7,No,No
41,divorced,Master Degree,Female,19,> 20 kms,Job Portals,4,12/28/15,1/18/16,79,5,Lateral,No,17,Yes,No
35,divorced,Master Degree,Female,36,> 20 kms,Consultants,8,3/31/15,9/21/15,18,6,Lateral,Yes,11,No,Yes
29,married,Associate Certification,Female,11,> 20 kms,Job Portals,3,1/8/15,1/20/15,57,4,Lateral,No,5,Yes,No
36,married,Bachelor Degree,Female,20,<15 kms,Social Media,8,6/24/15,8/3/15,42,5,Lateral,Yes,12,No,No
38,married,Master Degree,Female,18,> 20 kms,Job Portals,10,3/12/15,4/4/15,74,3,Vertical,No,14,Yes,No
39,married,Bachelor Degree,Female,14,<15 kms,Company Website,3,3/6/15,3/19/15,63,7,Vertical,No,15,No,No
43,married,Associate Certification,Female,18,<15 kms,Social Media,8,1/15/16,7/5/16,19,7,Lateral,Yes,19,No,Yes
40,married,Bachelor Degree,Female,14,> 20 kms,Consultants,5,2/20/16,3/5/16,29,4,Vertical,No,16,No,No
33,married,Bachelor Degree,Female,32,> 20 kms,Social Media,9,3/31/15,8/29/15,29,6,Lateral,Yes,9,No,Yes
41,married,Master Degree,Female,19,15-20 kms,Company Website,3,10/16/15,10/18/15,53,7,Lateral,Yes,17,Yes,No
33,single,Bachelor Degree,Female,17,> 20 kms,Social Media,3,6/19/15,7/4/15,44,7,Vertical,Yes,9,No,No
33,married,Bachelor Degree,Female,17,> 20 kms,Internal Referrals,10,1/20/16,6/27/16,17,4,Lateral,Yes,9,No,Yes
46,single,Bachelor Degree,Female,35,<15 kms,Job Portals,8,3/31/15,9/16/15,17,6,Lateral,Yes,22,No,Yes
43,married,Master Degree,Female,37,> 20 kms,Job Portals,8,10/19/15,3/31/16,15,6,Lateral,Yes,19,No,Yes
34,divorced,Associate Certification,Female,27,15-20 kms,Job Portals,3,5/14/15,5/18/15,52,8,Lateral,No,10,Yes,No
31,single,Associate Degree,Female,27,<15 kms,Social Media,10,6/10/16,10/28/16,19,3,Lateral,Yes,7,No,Yes
41,single,Bachelor Degree,Female,37,<15 kms,Consultants,9,3/14/16,8/22/16,25,5,Lateral,Yes,17,No,Yes
32,single,Associate Certification,Female,22,15-20 kms,Consultants,3,6/20/16,7/15/16,82,3,Vertical,No,8,Yes,No
28,single,Bachelor Degree,Female,27,<15 kms,Consultants,10,3/29/16,8/20/16,30,3,Lateral,Yes,4,No,Yes
37,divorced,Master Degree,Female,17,<15 kms,Company Website,4,1/15/16,1/21/16,41,8,Lateral,No,13,Yes,No
37,married,Associate Degree,Female,13,15-20 kms,Consultants,6,4/23/16,5/7/16,41,5,Vertical,Yes,13,No,No
41,married,Master Degree,Female,39,<15 kms,Social Media,9,7/16/15,12/28/15,27,8,Lateral,Yes,17,No,Yes
41,married,Bachelor Degree,Female,17,> 20 kms,Internal Referrals,8,10/25/15,3/13/16,20,4,Lateral,Yes,11,No,Yes
32,married,Associate Certification,Female,31,> 20 kms,Job Portals,8,7/18/15,12/6/15,25,7,Lateral,Yes,8,No,Yes
33,married,Associate Degree,Female,36,> 20 kms,Consultants,8,10/12/15,3/29/16,25,4,Lateral,Yes,9,No,Yes
44,married,Associate Degree,Female,13,> 20 kms,Job Portals,10,4/29/15,5/4/15,61,3,Lateral,Yes,20,Yes,No
36,married,Associate Degree,Female,19,15-20 kms,Job Portals,8,9/6/15,9/30/15,75,8,Lateral,No,12,Yes,No
35,married,Bachelor Degree,Female,16,> 20 kms,Consultants,8,9/13/15,10/9/15,44,8,Vertical,Yes,11,Yes,No
33,married,Associate Certification,Female,31,> 20 kms,Social Media,8,12/25/15,5/14/16,19,4,Lateral,Yes,9,No,Yes
33,married,Bachelor Degree,Female,36,> 20 kms,Social Media,10,10/19/15,4/13/16,27,4,Lateral,Yes,9,No,Yes
36,single,Associate Certification,Female,11,15-20 kms,Social Media,3,5/2/16,5/3/16,87,8,Lateral,No,12,No,No
32,married,Associate Certification,Female,22,> 20 kms,Social Media,9,4/18/15,9/16/15,18,5,Lateral,Yes,8,No,Yes
38,divorced,Master Degree,Female,37,<15 kms,Consultants,10,4/1/16,9/27/16,18,7,Lateral,Yes,14,No,Yes
46,married,Associate Certification,Female,24,<15 kms,Consultants,7,2/23/16,2/28/16,53,3,Lateral,No,22,Yes,No
40,single,Bachelor Degree,Female,16,<15 kms,Company Website,10,3/29/15,4/30/15,66,3,Vertical,No,16,Yes,No
45,single,Associate Degree,Female,17,> 20 kms,Job Portals,3,12/24/15,1/6/16,63,5,Lateral,No,21,No,No
45,single,Master Degree,Female,20,<15 kms,Social Media,8,3/14/15,8/28/15,30,8,Lateral,Yes,21,No,Yes
44,divorced,Associate Certification,Female,18,> 20 kms,Consultants,3,10/16/15,11/18/15,46,5,Vertical,Yes,20,No,No
43,married,Associate Certification,Female,33,<15 kms,Internal Referrals,9,8/1/15,12/21/15,25,8,Lateral,Yes,19,No,Yes
27,married,Associate Certification,Female,18,15-20 kms,Job Portals,7,6/16/15,7/4/15,54,3,Lateral,Yes,3,Yes,No
25,divorced,Associate Certification,Female,29,<15 kms,Internal Referrals,10,4/1/16,8/22/16,19,2,Lateral,Yes,1,No,Yes
25,married,Bachelor Degree,Female,21,> 20 kms,Job Portals,9,3/27/15,8/18/15,27,2,Lateral,Yes,1,No,Yes
28,single,Associate Degree,Female,18,<15 kms,Consultants,10,7/18/15,1/6/16,22,3,Lateral,Yes,4,No,Yes
42,single,Associate Degree,Female,17,<15 kms,Consultants,9,12/9/15,5/31/16,21,4,Lateral,Yes,12,No,Yes
44,married,Bachelor Degree,Female,22,> 20 kms,Company Website,6,9/10/15,9/23/15,34,5,Vertical,No,20,Yes,No
43,married,Associate Degree,Female,29,> 20 kms,Social Media,3,9/17/15,9/27/15,30,5,Vertical,Yes,19,No,No
44,married,Bachelor Degree,Female,11,> 20 kms,Job Portals,3,6/16/15,7/17/15,26,8,Lateral,No,20,Yes,No
46,single,Associate Degree,Female,18,<15 kms,Job Portals,7,5/12/16,5/19/16,34,4,Lateral,No,22,Yes,No
27,married,Associate Certification,Female,37,> 20 kms,Job Portals,8,4/29/16,10/14/16,24,4,Lateral,Yes,3,No,Yes
42,married,Bachelor Degree,Female,18,> 20 kms,Consultants,9,7/31/15,1/20/16,20,8,Lateral,Yes,18,No,Yes
28,married,Associate Degree,Female,12,15-20 kms,Social Media,7,9/17/15,10/1/15,42,4,Vertical,Yes,4,Yes,No
31,married,Bachelor Degree,Female,16,15-20 kms,Consultants,3,3/5/15,3/10/15,48,5,Lateral,No,7,Yes,No
31,married,Associate Certification,Female,10,> 20 kms,Job Portals,10,1/10/15,1/29/15,44,4,Lateral,Yes,7,Yes,No
45,divorced,Associate Degree,Female,16,> 20 kms,Job Portals,3,5/5/16,5/8/16,37,3,Lateral,Yes,21,No,No
32,divorced,Associate Certification,Female,32,> 20 kms,Consultants,9,1/10/15,6/25/15,29,3,Lateral,Yes,8,No,Yes
31,married,Associate Certification,Female,37,> 20 kms,Consultants,10,6/4/16,11/7/16,24,3,Lateral,Yes,7,No,Yes
34,single,Associate Degree,Female,17,> 20 kms,Consultants,4,3/7/15,4/13/15,77,4,Vertical,No,10,No,No
44,married,Bachelor Degree,Female,14,15-20 kms,Job Portals,3,4/30/15,5/11/15,54,5,Vertical,No,20,Yes,No
45,married,Associate Certification,Female,11,<15 kms,Job Portals,10,6/19/15,7/12/15,94,4,Lateral,No,21,No,No
33,divorced,Associate Degree,Female,12,<15 kms,Consultants,5,3/14/16,4/4/16,54,4,Vertical,No,9,Yes,No
39,married,Master Degree,Female,39,> 20 kms,Social Media,8,3/21/15,8/29/15,30,8,Lateral,Yes,15,No,Yes
25,divorced,Associate Certification,Female,39,<15 kms,Consultants,10,1/15/16,7/11/16,21,1,Lateral,Yes,1,No,Yes
45,married,Associate Degree,Female,29,<15 kms,Consultants,9,10/16/15,4/5/16,22,8,Lateral,Yes,21,No,Yes
29,single,Associate Degree,Female,20,15-20 kms,Consultants,8,3/21/15,4/13/15,54,4,Vertical,Yes,5,Yes,No
38,married,Master Degree,Female,22,> 20 kms,Job Portals,6,6/19/15,7/16/15,43,4,Lateral,Yes,14,Yes,No
39,divorced,Associate Certification,Female,19,15-20 kms,Job Portals,3,2/2/16,2/15/16,78,6,Lateral,Yes,15,Yes,No
43,married,Associate Certification,Female,11,<15 kms,Company Website,3,10/27/15,11/23/15,48,7,Vertical,Yes,19,No,No
42,divorced,Associate Degree,Female,13,<15 kms,Job Portals,3,4/16/16,5/23/16,44,5,Lateral,Yes,18,Yes,No
41,married,Bachelor Degree,Female,21,<15 kms,Job Portals,10,6/19/15,11/10/15,23,4,Lateral,Yes,17,No,Yes
26,single,Associate Certification,Female,19,> 20 kms,Company Website,3,3/13/15,4/6/15,38,1,Lateral,No,2,Yes,No
40,divorced,Associate Degree,Female,14,> 20 kms,Job Portals,3,6/8/16,6/14/16,32,3,Lateral,Yes,16,No,No
40,married,Associate Certification,Female,25,15-20 kms,Consultants,8,3/30/16,5/9/16,59,4,Vertical,Yes,16,No,No
32,married,Associate Certification,Female,22,<15 kms,Internal Referrals,10,6/3/15,10/29/15,26,4,Lateral,Yes,8,No,Yes
41,married,Associate Certification,Female,28,> 20 kms,Consultants,10,1/21/16,7/1/16,27,3,Lateral,Yes,6,No,Yes
41,married,Associate Degree,Female,19,15-20 kms,Company Website,6,3/13/15,3/30/15,33,4,Lateral,No,17,Yes,No
44,married,Bachelor Degree,Female,18,> 20 kms,Consultants,10,12/19/15,6/14/16,29,5,Lateral,Yes,20,No,Yes
36,divorced,Associate Degree,Female,21,15-20 kms,Job Portals,6,6/27/15,7/18/15,44,4,Lateral,No,12,Yes,No
26,married,Bachelor Degree,Female,28,> 20 kms,Company Website,9,3/14/16,3/25/16,49,1,Vertical,Yes,2,Yes,No
40,married,Associate Certification,Female,23,<15 kms,Social Media,8,6/3/16,6/24/16,60,4,Lateral,No,16,Yes,No
32,divorced,Associate Certification,Female,29,<15 kms,Social Media,8,1/27/16,6/21/16,19,7,Lateral,Yes,8,No,Yes
25,single,Associate Certification,Female,34,<15 kms,Job Portals,9,5/25/15,10/15/15,28,2,Lateral,Yes,1,No,Yes
34,married,Associate Certification,Female,33,> 20 kms,Job Portals,8,12/20/15,5/25/16,25,5,Lateral,Yes,10,No,Yes
39,married,Master Degree,Female,23,<15 kms,Internal Referrals,9,2/27/16,7/22/16,27,5,Lateral,Yes,15,No,Yes
26,married,Associate Degree,Female,10,> 20 kms,Consultants,3,2/3/15,2/12/15,79,1,Lateral,No,2,Yes,No
32,single,Associate Certification,Female,37,> 20 kms,Social Media,8,3/23/16,9/15/16,30,8,Lateral,Yes,8,No,Yes
25,divorced,Associate Certification,Female,13,<15 kms,Consultants,3,4/10/15,5/4/15,93,1,Vertical,No,1,No,No
34,married,Associate Degree,Female,13,> 20 kms,Social Media,6,3/14/16,4/3/16,83,3,Lateral,Yes,10,Yes,No
41,married,Bachelor Degree,Female,17,<15 kms,Internal Referrals,8,5/25/15,11/14/15,21,7,Lateral,Yes,17,No,Yes
33,married,Associate Certification,Female,10,15-20 kms,Job Portals,8,3/2/16,3/28/16,31,4,Lateral,No,9,No,No
29,single,Bachelor Degree,Female,27,15-20 kms,Social Media,7,11/11/15,12/1/15,92,4,Lateral,No,5,No,No
46,single,Bachelor Degree,Male,17,> 20 kms,Job Portals,3,7/16/15,8/22/15,66,4,Vertical,Yes,22,No,No
41,single,Master Degree,Female,25,<15 kms,Social Media,10,12/25/15,5/24/16,16,3,Lateral,Yes,6,No,Yes
31,married,Bachelor Degree,Male,16,<15 kms,Consultants,3,8/16/15,9/16/15,66,4,Lateral,No,7,Yes,No
45,married,Master Degree,Male,23,15-20 kms,Consultants,8,6/19/15,7/6/15,39,8,Lateral,Yes,21,Yes,No
43,single,Master Degree,Female,29,> 20 kms,Consultants,10,6/24/15,11/16/15,23,8,Lateral,Yes,19,No,Yes
28,single,Bachelor Degree,Female,32,<15 kms,Consultants,8,1/21/16,7/17/16,17,5,Lateral,Yes,4,No,Yes
40,married,Associate Certification,Male,19,<15 kms,Job Portals,5,4/19/16,4/26/16,80,4,Vertical,Yes,16,No,No
40,married,Associate Certification,Female,23,> 20 kms,Job Portals,8,12/24/15,6/8/16,18,5,Lateral,Yes,16,No,Yes
33,married,Master Degree,Male,19,15-20 kms,Company Website,6,8/22/15,9/21/15,94,7,Lateral,Yes,9,Yes,No
25,single,Bachelor Degree,Female,24,> 20 kms,Job Portals,10,3/17/15,9/9/15,26,2,Lateral,Yes,1,No,Yes
29,married,Bachelor Degree,Female,21,<15 kms,Consultants,10,3/14/15,8/26/15,15,4,Lateral,Yes,5,No,Yes
34,married,Associate Degree,Female,24,> 20 kms,Social Media,10,6/16/15,12/9/15,17,8,Lateral,Yes,10,No,Yes
41,single,Bachelor Degree,Male,18,<15 kms,Company Website,3,2/3/15,3/13/15,95,4,Lateral,No,17,No,No
34,married,Bachelor Degree,Female,33,<15 kms,Social Media,8,10/25/15,3/17/16,16,3,Lateral,Yes,6,No,Yes
32,married,Bachelor Degree,Female,16,> 20 kms,Job Portals,9,10/25/15,3/13/16,19,7,Lateral,Yes,8,No,Yes
33,single,Bachelor Degree,Female,32,> 20 kms,Consultants,10,10/20/15,3/15/16,30,5,Lateral,Yes,9,No,Yes
31,single,Associate Certification,Female,20,> 20 kms,Job Portals,10,10/12/15,3/20/16,29,4,Lateral,Yes,7,No,Yes
33,married,Master Degree,Male,21,> 20 kms,Company Website,5,10/16/15,11/19/15,75,6,Lateral,Yes,9,No,No
26,married,Bachelor Degree,Male,13,15-20 kms,Company Website,6,10/25/15,11/3/15,73,1,Lateral,Yes,2,Yes,No
35,married,Master Degree,Female,25,> 20 kms,Consultants,9,3/17/15,8/10/15,24,5,Lateral,Yes,11,No,Yes
42,single,Bachelor Degree,Female,20,> 20 kms,Consultants,9,1/21/16,7/12/16,15,4,Lateral,Yes,12,No,Yes
34,married,Associate Certification,Male,14,15-20 kms,Consultants,6,4/30/15,5/28/15,47,5,Vertical,Yes,10,No,No
37,married,Master Degree,Male,11,15-20 kms,Consultants,6,3/2/16,3/15/16,85,6,Vertical,Yes,13,No,No
33,divorced,Bachelor Degree,Female,39,> 20 kms,Job Portals,8,4/5/15,9/14/15,26,3,Lateral,Yes,9,No,Yes
27,married,Associate Certification,Female,18,> 20 kms,Internal Referrals,9,5/25/15,11/14/15,22,5,Lateral,Yes,3,No,Yes
29,divorced,Associate Degree,Female,18,<15 kms,Consultants,10,12/17/15,6/1/16,17,3,Lateral,Yes,5,No,Yes
31,single,Associate Certification,Female,31,<15 kms,Consultants,9,12/20/15,6/3/16,30,3,Lateral,Yes,7,No,Yes
33,married,Associate Degree,Male,29,> 20 kms,Company Website,5,7/18/15,7/21/15,75,8,Vertical,No,9,No,No
31,married,Associate Degree,Male,13,> 20 kms,Job Portals,3,2/15/16,2/24/16,93,3,Vertical,No,7,No,No
46,married,Associate Degree,Male,12,15-20 kms,Consultants,5,7/22/15,8/11/15,71,5,Vertical,No,22,Yes,No
30,married,Associate Certification,Male,12,<15 kms,Job Portals,3,3/17/15,3/18/15,49,3,Vertical,Yes,6,No,No
42,married,Bachelor Degree,Female,21,> 20 kms,Consultants,8,10/16/15,3/9/16,25,7,Lateral,Yes,18,No,Yes
25,married,Bachelor Degree,Male,10,15-20 kms,Company Website,3,4/27/15,5/7/15,57,2,Vertical,Yes,2,Yes,No
33,married,Master Degree,Female,25,> 20 kms,Internal Referrals,8,12/20/15,6/9/16,23,4,Lateral,Yes,9,No,Yes
32,single,Associate Certification,Female,37,> 20 kms,Job Portals,9,1/15/16,6/24/16,18,8,Lateral,Yes,8,No,Yes
31,single,Associate Degree,Male,26,<15 kms,Job Portals,9,2/21/16,3/21/16,69,3,Lateral,Yes,7,No,No
29,married,Associate Degree,Male,14,15-20 kms,Job Portals,5,8/20/15,9/18/15,25,5,Vertical,No,5,Yes,No
29,married,Associate Certification,Female,35,<15 kms,Job Portals,9,3/31/15,9/10/15,30,3,Lateral,Yes,5,No,Yes
28,married,Associate Certification,Female,31,> 20 kms,Social Media,8,3/31/15,9/10/15,19,3,Lateral,Yes,4,No,Yes
45,divorced,Bachelor Degree,Male,23,<15 kms,Job Portals,3,7/18/15,7/31/15,27,8,Vertical,No,21,Yes,No
39,married,Master Degree,Female,34,<15 kms,Job Portals,10,2/15/16,8/2/16,15,5,Lateral,Yes,15,No,Yes
32,married,Associate Degree,Male,20,15-20 kms,Consultants,9,4/23/15,5/10/15,67,3,Vertical,No,8,No,No
30,married,Bachelor Degree,Female,16,> 20 kms,Internal Referrals,9,1/27/16,6/18/16,27,3,Lateral,Yes,6,No,Yes
31,married,Associate Degree,Male,16,<15 kms,Company Website,4,3/6/15,3/30/15,70,3,Vertical,Yes,7,No,No
36,married,Bachelor Degree,Female,27,> 20 kms,Consultants,9,3/11/15,8/25/15,16,7,Lateral,Yes,12,No,Yes
39,married,Bachelor Degree,Male,12,<15 kms,Job Portals,10,7/17/15,8/20/15,25,6,Lateral,Yes,15,No,No
28,divorced,Bachelor Degree,Male,18,15-20 kms,Job Portals,7,11/14/15,12/19/15,52,5,Lateral,Yes,4,Yes,No
42,married,Bachelor Degree,Male,17,<15 kms,Company Website,3,6/24/15,7/16/15,37,8,Lateral,No,18,No,No
27,divorced,Associate Degree,Male,16,> 20 kms,Job Portals,3,12/24/15,1/13/16,90,5,Vertical,Yes,6,No,No
25,married,Associate Certification,Female,16,> 20 kms,Social Media,8,4/23/16,9/24/16,21,2,Lateral,Yes,1,No,Yes
27,married,Associate Degree,Female,25,<15 kms,Consultants,8,6/19/15,11/30/15,30,3,Lateral,Yes,3,No,Yes
45,single,Associate Certification,Female,21,> 20 kms,Consultants,9,1/21/16,6/20/16,29,7,Lateral,Yes,21,No,Yes
26,single,Associate Degree,Male,26,<15 kms,Job Portals,10,3/31/15,4/21/15,94,2,Lateral,Yes,2,Yes,No
28,married,Associate Certification,Female,19,> 20 kms,Social Media,10,12/17/15,6/4/16,30,5,Lateral,Yes,4,No,Yes
45,married,Bachelor Degree,Male,18,<15 kms,Job Portals,8,4/26/15,5/4/15,78,7,Vertical,Yes,21,Yes,No
29,married,Associate Certification,Female,35,> 20 kms,Job Portals,8,6/16/15,12/11/15,28,3,Lateral,Yes,5,No,Yes
42,single,Associate Degree,Male,25,> 20 kms,Consultants,8,12/24/15,1/29/16,30,7,Vertical,Yes,18,No,No
40,married,Master Degree,Female,21,<15 kms,Consultants,9,3/26/16,8/21/16,17,3,Lateral,Yes,13,No,Yes
36,married,Bachelor Degree,Female,35,> 20 kms,Consultants,9,6/12/15,11/30/15,17,6,Lateral,Yes,12,No,Yes
30,single,Bachelor Degree,Male,17,15-20 kms,Social Media,9,6/24/16,7/22/16,55,5,Vertical,Yes,6,Yes,No
37,married,Associate Certification,Female,16,> 20 kms,Job Portals,8,11/24/15,4/25/16,17,5,Lateral,Yes,13,No,Yes
42,single,Master Degree,Female,37,> 20 kms,Internal Referrals,10,5/25/15,10/13/15,24,7,Lateral,Yes,18,No,Yes
29,single,Associate Degree,Male,28,15-20 kms,Job Portals,9,2/3/15,2/19/15,90,3,Lateral,No,5,Yes,No
34,married,Bachelor Degree,Male,10,<15 kms,Company Website,6,3/21/15,4/26/15,62,6,Lateral,Yes,10,Yes,No
42,married,Associate Certification,Female,31,<15 kms,Job Portals,8,2/27/16,8/15/16,24,5,Lateral,Yes,18,No,Yes
26,married,Bachelor Degree,Male,14,> 20 kms,Social Media,5,9/6/15,10/5/15,44,1,Lateral,Yes,2,Yes,No
37,married,Master Degree,Female,24,> 20 kms,Internal Referrals,10,10/25/15,4/4/16,26,7,Lateral,Yes,13,No,Yes
30,single,Bachelor Degree,Male,17,> 20 kms,Job Portals,8,11/10/15,12/5/15,94,3,Lateral,No,6,No,No
31,married,Bachelor Degree,Male,26,<15 kms,Job Portals,10,4/22/16,5/31/16,66,5,Vertical,Yes,7,No,No
44,unknown,Associate Certification,Male,20,<15 kms,Job Portals,4,9/17/15,10/13/15,95,4,Vertical,No,20,Yes,No
42,married,Master Degree,Male,18,> 20 kms,Job Portals,10,5/10/16,6/19/16,60,4,Lateral,Yes,18,No,No
42,married,Associate Degree,Female,21,<15 kms,Social Media,8,10/20/15,4/14/16,30,5,Lateral,Yes,9,No,Yes
44,married,Associate Certification,Female,26,<15 kms,Consultants,9,3/17/15,8/16/15,29,8,Lateral,Yes,20,No,Yes
34,married,Master Degree,Female,27,> 20 kms,Consultants,8,7/15/15,12/16/15,26,3,Lateral,Yes,6,No,Yes
25,married,Bachelor Degree,Female,21,<15 kms,Job Portals,8,12/24/15,5/31/16,24,1,Lateral,Yes,1,No,Yes
38,married,Associate Degree,Male,12,> 20 kms,Social Media,4,4/2/16,4/19/16,25,4,Vertical,No,14,Yes,No
41,divorced,Associate Certification,Female,30,> 20 kms,Consultants,8,3/2/16,7/29/16,30,5,Lateral,Yes,17,No,Yes
39,married,Master Degree,Male,18,<15 kms,Social Media,9,3/27/15,4/30/15,48,8,Lateral,No,15,No,No
28,married,Associate Degree,Female,17,> 20 kms,Social Media,8,7/15/15,12/2/15,30,5,Lateral,Yes,4,No,Yes
42,single,Master Degree,Male,10,<15 kms,Company Website,6,7/14/15,7/27/15,27,5,Vertical,No,18,No,No
26,married,Bachelor Degree,Female,31,<15 kms,Consultants,10,5/9/15,10/4/15,25,1,Lateral,Yes,2,No,Yes
38,married,Associate Degree,Female,17,> 20 kms,Social Media,9,5/31/16,11/27/16,28,6,Lateral,Yes,14,No,Yes
42,married,Master Degree,Male,22,<15 kms,Social Media,8,2/2/16,3/8/16,31,8,Lateral,Yes,18,Yes,No
31,married,Bachelor Degree,Male,14,> 20 kms,Job Portals,4,2/3/15,3/12/15,71,5,Vertical,Yes,7,Yes,No
43,married,Associate Degree,Male,20,<15 kms,Consultants,10,9/17/15,9/27/15,27,6,Lateral,No,19,No,No
38,divorced,Associate Degree,Female,23,> 20 kms,Consultants,10,7/18/15,12/24/15,15,3,Lateral,Yes,11,No,Yes
39,married,Bachelor Degree,Female,35,<15 kms,Job Portals,9,7/17/15,12/6/15,17,4,Lateral,Yes,9,No,Yes
35,married,Associate Certification,Male,16,15-20 kms,Consultants,9,6/5/15,6/12/15,62,7,Vertical,Yes,11,No,No
38,married,Master Degree,Female,37,<15 kms,Internal Referrals,10,1/3/15,5/23/15,24,7,Lateral,Yes,14,No,Yes
33,married,Associate Degree,Male,20,> 20 kms,Job Portals,3,1/20/16,2/19/16,71,8,Lateral,Yes,9,No,No
44,married,Associate Certification,Female,25,> 20 kms,Internal Referrals,9,1/27/16,7/21/16,20,5,Lateral,Yes,20,No,Yes
44,married,Master Degree,Female,21,> 20 kms,Social Media,8,3/9/15,7/27/15,16,6,Lateral,Yes,20,No,Yes
32,unknown,Associate Certification,Male,16,15-20 kms,Company Website,5,3/21/15,4/8/15,35,5,Lateral,Yes,8,Yes,No
42,married,Master Degree,Female,21,> 20 kms,Consultants,10,5/4/16,9/26/16,15,4,Lateral,Yes,12,No,Yes
27,married,Associate Degree,Female,35,<15 kms,Internal Referrals,10,12/28/15,6/19/16,17,3,Lateral,Yes,3,No,Yes
41,single,Associate Degree,Female,27,<15 kms,Social Media,8,7/16/15,1/6/16,27,5,Lateral,Yes,17,No,Yes
26,married,Associate Degree,Female,23,<15 kms,Internal Referrals,9,7/15/15,1/4/16,16,1,Lateral,Yes,2,No,Yes
34,married,Master Degree,Male,11,> 20 kms,Social Media,4,4/2/16,4/30/16,60,8,Lateral,No,10,Yes,No
26,single,Bachelor Degree,Male,20,<15 kms,Job Portals,5,10/27/15,12/1/15,51,1,Vertical,Yes,2,No,No
37,married,Associate Degree,Female,31,> 20 kms,Internal Referrals,8,8/20/15,2/8/16,25,6,Lateral,Yes,13,No,Yes
